Launching LAML version 0.0.4
LAML was called as follows: /Users/uym2/my_gits/LAML/run_laml.py -c ../../evaluation/Bar11/Bar11_character_matrix.txt -t progenitor_12_starting.nwk -o progenitor_12_improved --topology_search --parallel -v -p ../../evaluation/Bar11/Bar11_priors.pickle --delimiter tab -m -1 --randomreps 15
Prior keys mismatch with site names.
Prior keys: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]
Site names: ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9', 'r10', 'r11', 'r12', 'r13', 'r14', 'r15', 'r16', 'r17', 'r18', 'r19', 'r20', 'r21', 'r22', 'r23', 'r24', 'r25', 'r26', 'r27']
Attempting to infer mapping between site names and prior keys...
{'r1': 0, 'r2': 1, 'r3': 2, 'r4': 3, 'r5': 4, 'r6': 5, 'r7': 6, 'r8': 7, 'r9': 8, 'r10': 9, 'r11': 10, 'r12': 11, 'r13': 12, 'r14': 13, 'r15': 14, 'r16': 15, 'r17': 16, 'r18': 17, 'r19': 18, 'r20': 19, 'r21': 20, 'r22': 21, 'r23': 22, 'r24': 23, 'r25': 24, 'r26': 25, 'r27': 26}
Detected polytomies in the input trees.
Flag --keep_polytomies is off. All polytomies will be resolved.
Starting topology search
Optimal score for this search: -674.7341676873269
Performing nni-search 7
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.7341829900932
NNI Iter: 0
Current score: -675.4503978691297
Runtime (s): 1.2909575840000116
NNI Iter: 1
Current score: -675.3183884172109
Runtime (s): 1.3618613330000073
NNI Iter: 2
Current score: -675.4525079475675
Runtime (s): 1.2723537919999899
NNI Iter: 3
Current score: -675.4055253309892
Runtime (s): 1.2766240830000015
NNI Iter: 4
Current score: -675.4525079855918
Runtime (s): 1.459143499999982
NNI Iter: 5
Current score: -675.6066936568608
Runtime (s): 1.311237709000011
NNI Iter: 6
Current score: -675.7237112297535
Runtime (s): 1.4381673329999956
NNI Iter: 7
Current score: -675.7279038494694
Runtime (s): 1.2932587909999995
NNI Iter: 8
Current score: -675.5393524923787
Runtime (s): 1.7223576250000008
NNI Iter: 9
Current score: -675.9679251260991
Runtime (s): 1.472795208000008
NNI Iter: 10
Current score: -675.8500362633026
Runtime (s): 1.217375000000004
NNI Iter: 11
Current score: -675.7860982359002
Runtime (s): 1.2657253750000166
NNI Iter: 12
Current score: -675.6374800747484
Runtime (s): 1.2724301670000102
NNI Iter: 13
Current score: -675.6117613908867
Runtime (s): 1.3095682909999766
NNI Iter: 14
Current score: -675.80278539931
Runtime (s): 1.348085249999997
NNI Iter: 15
Current score: -675.6932860708894
Runtime (s): 1.4963713749999954
NNI Iter: 16
Current score: -675.4630969814691
Runtime (s): 1.2530556250000018
NNI Iter: 17
Current score: -675.346776542179
Runtime (s): 1.3342890830000158
NNI Iter: 18
Current score: -675.304367329607
Runtime (s): 1.2646167499999876
NNI Iter: 19
Current score: -675.2474543784318
Runtime (s): 1.3395869160000302
NNI Iter: 20
Current score: -675.2459249613012
Runtime (s): 1.2641845829999738
NNI Iter: 21
Current score: -675.2289757620654
Runtime (s): 2.49291733299998
NNI Iter: 22
Best score for this search: -674.7341829900932
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -674.7341645485448
Performing nni-search 8
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.7341870396373
NNI Iter: 0
Current score: -675.5094892896484
Runtime (s): 1.2771235420000266
NNI Iter: 1
Current score: -675.5769226124402
Runtime (s): 1.353038209000033
NNI Iter: 2
Current score: -675.4891850727369
Runtime (s): 1.4707213750000392
NNI Iter: 3
Current score: -675.4042998876881
Runtime (s): 1.3700457499999743
NNI Iter: 4
Current score: -675.5130673036061
Runtime (s): 1.6755766659999836
NNI Iter: 5
Current score: -676.0067287818165
Runtime (s): 1.3543275829999857
NNI Iter: 6
Current score: -675.8353931022302
Runtime (s): 1.4249531250000018
NNI Iter: 7
Current score: -675.7587331083793
Runtime (s): 1.3002171669999711
NNI Iter: 8
Current score: -675.8543181322816
Runtime (s): 1.298096792000024
NNI Iter: 9
Current score: -675.9411033154266
Runtime (s): 1.2199036659999933
NNI Iter: 10
Current score: -675.9541003909106
Runtime (s): 1.3067489580000142
NNI Iter: 11
Current score: -675.8796811169901
Runtime (s): 1.2194789580000247
NNI Iter: 12
Current score: -675.9032088852789
Runtime (s): 1.2518180829999892
NNI Iter: 13
Current score: -675.9955472225687
Runtime (s): 1.364234708999959
NNI Iter: 14
Current score: -675.8049126085668
Runtime (s): 1.426774584000043
NNI Iter: 15
Current score: -675.7761643433503
Runtime (s): 1.2119335840000076
NNI Iter: 16
Current score: -675.7191537517881
Runtime (s): 1.1425138330000095
NNI Iter: 17
Current score: -675.5374135284015
Runtime (s): 1.394325708999986
NNI Iter: 18
Current score: -675.4909263828071
Runtime (s): 1.3514574579999703
NNI Iter: 19
Current score: -675.5039149770533
Runtime (s): 1.235125749999952
NNI Iter: 20
Current score: -675.4777154965072
Runtime (s): 1.4064074170000254
NNI Iter: 21
Current score: -675.4777152410378
Runtime (s): 1.2234052499999848
NNI Iter: 22
Current score: -675.4777152410088
Runtime (s): 1.3398767090000092
NNI Iter: 23
Current score: -675.4585770156187
Runtime (s): 1.2362846670000067
NNI Iter: 24
Current score: -675.2987256679908
Runtime (s): 1.4895105409999587
NNI Iter: 25
Current score: -675.2830081359552
Runtime (s): 2.925751583999954
NNI Iter: 26
Current score: -675.2701320137517
Runtime (s): 2.670203875000027
NNI Iter: 27
Best score for this search: -674.7341870396373
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -674.73416891129
Performing nni-search 9
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.7341823876775
NNI Iter: 0
Current score: -675.2651563853999
Runtime (s): 1.6987818339999876
NNI Iter: 1
Current score: -675.4170426295362
Runtime (s): 1.3999726250000322
NNI Iter: 2
Current score: -675.3266432942893
Runtime (s): 1.4390513750000196
NNI Iter: 3
Current score: -675.0891651055609
Runtime (s): 1.2916119580000327
NNI Iter: 4
Current score: -675.1354276634207
Runtime (s): 1.5649315000000001
NNI Iter: 5
Current score: -675.3488749363751
Runtime (s): 1.5243730000000255
NNI Iter: 6
Current score: -676.1660210178912
Runtime (s): 1.512639624999963
NNI Iter: 7
Current score: -676.1693731728801
Runtime (s): 1.6708193750000078
NNI Iter: 8
Current score: -676.1249597392103
Runtime (s): 1.536309082999992
NNI Iter: 9
Current score: -676.1236052914135
Runtime (s): 1.6101417080000147
NNI Iter: 10
Current score: -676.1718183539307
Runtime (s): 1.464766209000004
NNI Iter: 11
Current score: -676.0345498668004
Runtime (s): 1.5221562499999663
NNI Iter: 12
Current score: -676.125903185414
Runtime (s): 1.620865125000023
NNI Iter: 13
Current score: -676.0252832030367
Runtime (s): 1.4545892499999695
NNI Iter: 14
Current score: -675.1590480896322
Runtime (s): 1.459921124999994
NNI Iter: 15
Current score: -675.1198407353912
Runtime (s): 1.2604503339999837
NNI Iter: 16
Current score: -675.2376938084167
Runtime (s): 1.4259035829999789
NNI Iter: 17
Current score: -673.3658922340204
Runtime (s): 1.622590917000025
NNI Iter: 18
Current score: -673.2662608589893
Runtime (s): 1.5423931660000108
NNI Iter: 19
Current score: -673.283859349708
Runtime (s): 1.1689826659999767
NNI Iter: 20
Current score: -673.2662608149129
Runtime (s): 1.3222439579999445
NNI Iter: 21
Current score: -673.2422237603138
Runtime (s): 1.3270646249999913
NNI Iter: 22
Best score for this search: -673.2422237603138
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -672.7776681497181
Performing nni-search 10
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.73418384911
NNI Iter: 0
Current score: -675.328773780427
Runtime (s): 1.2952383749999967
NNI Iter: 1
Current score: -675.1937545365668
Runtime (s): 1.3796990000000164
NNI Iter: 2
Current score: -675.193754512745
Runtime (s): 1.2421101250000106
NNI Iter: 3
Current score: -675.6051863636167
Runtime (s): 1.2904797909999957
NNI Iter: 4
Current score: -675.5545064228038
Runtime (s): 1.293176458000005
NNI Iter: 5
Current score: -675.793337697227
Runtime (s): 1.2708466660000113
NNI Iter: 6
Current score: -675.64998319238
Runtime (s): 1.252636332999998
NNI Iter: 7
Current score: -676.5066947411632
Runtime (s): 1.2517737080000302
NNI Iter: 8
Current score: -677.7163453715117
Runtime (s): 1.1488038750000555
NNI Iter: 9
Current score: -677.6923666425322
Runtime (s): 1.1736157909999747
NNI Iter: 10
Current score: -677.7243591360254
Runtime (s): 1.2161977920000027
NNI Iter: 11
Current score: -677.6715994589387
Runtime (s): 1.2287363750000395
NNI Iter: 12
Current score: -677.6222872721909
Runtime (s): 1.2703795410000112
NNI Iter: 13
Current score: -677.5626957156069
Runtime (s): 1.1872461659999658
NNI Iter: 14
Current score: -677.638128115262
Runtime (s): 1.1756091670000046
NNI Iter: 15
Current score: -677.6544124038435
Runtime (s): 1.1760952919999568
NNI Iter: 16
Current score: -676.6738231710827
Runtime (s): 1.2889593749999904
NNI Iter: 17
Current score: -676.770878282876
Runtime (s): 1.2095623750000186
NNI Iter: 18
Current score: -676.6994396886869
Runtime (s): 1.1823564580000152
NNI Iter: 19
Current score: -676.6386355886036
Runtime (s): 1.1819298749999803
NNI Iter: 20
Current score: -676.628751689907
Runtime (s): 1.1856944999999541
NNI Iter: 21
Current score: -676.561999811928
Runtime (s): 1.188304917000039
NNI Iter: 22
Current score: -676.5092835142223
Runtime (s): 1.2411741249999864
NNI Iter: 23
Current score: -676.4991066390565
Runtime (s): 1.271004290999997
NNI Iter: 24
Current score: -676.4030005038369
Runtime (s): 1.3469731249999768
NNI Iter: 25
Current score: -675.458362424504
Runtime (s): 1.392522750000012
NNI Iter: 26
Current score: -675.4141528451038
Runtime (s): 1.3941932079999901
NNI Iter: 27
Current score: -675.3404180452901
Runtime (s): 1.3113661250000064
NNI Iter: 28
Current score: -675.2781335562692
Runtime (s): 1.4673819999999864
NNI Iter: 29
Current score: -675.27813354843
Runtime (s): 1.2739024589999985
NNI Iter: 30
Current score: -675.2544828892343
Runtime (s): 2.665104083000017
NNI Iter: 31
Best score for this search: -674.73418384911
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -674.7341662890831
Performing nni-search 11
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.7341912081008
NNI Iter: 0
Current score: -676.3703783912716
Runtime (s): 1.5145407500000374
NNI Iter: 1
Current score: -676.5315256551434
Runtime (s): 1.3471310840000115
NNI Iter: 2
Current score: -676.5402422998536
Runtime (s): 1.3411482910000245
NNI Iter: 3
Current score: -676.4538326801105
Runtime (s): 1.3699829170000157
NNI Iter: 4
Current score: -676.2955791706945
Runtime (s): 1.4156509160000041
NNI Iter: 5
Current score: -676.3299566938655
Runtime (s): 1.3632959579999806
NNI Iter: 6
Current score: -676.304830193268
Runtime (s): 1.3647559999999999
NNI Iter: 7
Current score: -676.6546740611312
Runtime (s): 1.4653688330000136
NNI Iter: 8
Current score: -677.4737315157198
Runtime (s): 1.3735829590000321
NNI Iter: 9
Current score: -677.4999489572712
Runtime (s): 1.2041640420000022
NNI Iter: 10
Current score: -677.5113252153101
Runtime (s): 1.2599416250000104
NNI Iter: 11
Current score: -677.3342399623293
Runtime (s): 1.3666617910000127
NNI Iter: 12
Current score: -677.2946952320402
Runtime (s): 1.3311965830000076
NNI Iter: 13
Current score: -677.293399651063
Runtime (s): 1.2814067910000517
NNI Iter: 14
Current score: -677.2333589695845
Runtime (s): 1.1869222500000092
NNI Iter: 15
Current score: -677.2890931407946
Runtime (s): 1.5163882919999878
NNI Iter: 16
Current score: -677.3647231279068
Runtime (s): 1.4962714170000027
NNI Iter: 17
Current score: -677.3314709638639
Runtime (s): 1.2207096660000047
NNI Iter: 18
Current score: -677.3852595164184
Runtime (s): 1.2423727910000366
NNI Iter: 19
Current score: -676.5957678775782
Runtime (s): 2.7163825420000194
NNI Iter: 20
Current score: -676.504521944145
Runtime (s): 1.3989141669999867
NNI Iter: 21
Current score: -676.4945045518012
Runtime (s): 1.4062932919999866
NNI Iter: 22
Current score: -676.4654342664523
Runtime (s): 1.4323383330000183
NNI Iter: 23
Current score: -676.3776614965839
Runtime (s): 1.5172891670000013
NNI Iter: 24
Current score: -676.3742241076075
Runtime (s): 2.4005635419999862
NNI Iter: 25
Current score: -676.3625312553855
Runtime (s): 1.4006793750000384
NNI Iter: 26
Current score: -676.2740525742871
Runtime (s): 1.3252713749999998
NNI Iter: 27
Current score: -675.38493764482
Runtime (s): 1.3517428750000136
NNI Iter: 28
Current score: -675.2498214318015
Runtime (s): 1.3188240830000382
NNI Iter: 29
Current score: -675.1915675503309
Runtime (s): 1.3657529579999732
NNI Iter: 30
Current score: -675.126065574421
Runtime (s): 1.2581780410000079
NNI Iter: 31
Current score: -675.0851119875293
Runtime (s): 2.393169999999998
NNI Iter: 32
Best score for this search: -674.7341912081008
Optimal topology found. Re-optimizing other parameters ...
